Comunidades;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
TOTAL ESPAÑA;0-15 años;TOTAL;Hombres;2002;3.270.260
TOTAL ESPAÑA;0-15 años;TOTAL;Hombres;2001;3.245.636
TOTAL ESPAÑA;0-15 años;TOTAL;Hombres;2000;3.258.031
TOTAL ESPAÑA;0-15 años;TOTAL;Hombres;1999;3.310.118
TOTAL ESPAÑA;0-15 años;TOTAL;Hombres;1998;3.369.521
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2020;3.556.649
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2019;3.578.883
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2018;3.593.295
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2017;3.605.408
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2016;3.618.280
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2015;3.627.240
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2014;3.633.456
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2013;3.651.272
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2012;3.640.893
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2011;3.617.677
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2010;3.581.094
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2009;3.529.236
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2008;3.454.910
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2007;3.364.471
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2006;3.315.150
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2005;3.264.493
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2004;3.193.426
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2003;3.158.881
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2002;3.097.418
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2001;3.076.519
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;2000;3.091.983
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;1999;3.137.845
TOTAL ESPAÑA;0-15 años;TOTAL;Mujeres;1998;3.202.708
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2020;6.493.951
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2019;6.589.009
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2018;6.658.981
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2017;6.704.174
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2016;6.718.565
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2015;6.712.906
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2014;6.675.394
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2013;6.647.611
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2012;6.605.880
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2011;6.553.474
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2010;6.482.812
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2009;6.404.453
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2008;6.320.034
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2007;6.247.911
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2006;6.208.542
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2005;6.154.390
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2004;6.100.073
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2003;6.108.527
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2002;6.090.546
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2001;6.137.325
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;2000;6.216.623
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;1999;6.342.176
TOTAL ESPAÑA;0-15 años;Españoles;Ambos sexos;1998;6.484.568
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2020;3.338.410
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2019;3.386.006
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2018;3.421.649
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2017;3.443.522
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2016;3.451.453
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2015;3.447.984
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2014;3.429.123
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2013;3.414.570
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2012;3.395.053
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2011;3.368.604
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2010;3.332.369
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2009;3.292.839
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2008;3.249.310
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2007;3.212.431
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2006;3.191.815
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2005;3.163.788
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2004;3.135.173
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2003;3.138.304
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2002;3.127.198
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2001;3.150.117
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;2000;3.188.705
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;1999;3.254.970
TOTAL ESPAÑA;0-15 años;Españoles;Hombres;1998;3.324.207
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2020;3.155.541
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2019;3.203.003
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2018;3.237.332
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2017;3.260.652
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2016;3.267.112
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2015;3.264.922
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2014;3.246.271
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2013;3.233.041
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2012;3.210.827
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2011;3.184.870
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2010;3.150.443
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2009;3.111.614
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2008;3.070.724
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2007;3.035.480
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2006;3.016.727
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2005;2.990.602
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2004;2.964.900
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2003;2.970.223
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2002;2.963.348
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2001;2.987.208
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;2000;3.027.918
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;1999;3.087.207
TOTAL ESPAÑA;0-15 años;Españoles;Mujeres;1998;3.160.361
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2020;827.022
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2019;775.083
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2018;733.883
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2017;711.907
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2016;724.632
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2015;747.463
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2014;798.601
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2013;863.258
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2012;888.136
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2011;893.389
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2010;889.008
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2009;861.495
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2008;793.927
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2007;679.819
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2006;616.635
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2005;564.741
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2004;470.981
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2003;389.016
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2002;277.132
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2001;184.829
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;2000;133.391
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;1999;105.786
TOTAL ESPAÑA;0-15 años;Extranjeros;Ambos sexos;1998;87.661
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2020;425.914
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2019;399.203
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2018;377.920
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2017;367.151
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2016;373.464
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2015;385.145
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2014;411.416
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2013;445.027
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2012;458.070
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2011;460.582
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2010;458.357
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2009;443.873
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2008;409.741
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2007;350.828
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2006;318.212
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2005;290.850
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2004;242.455
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2003;200.358
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2002;143.062
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2001;95.519
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;2000;69.326
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;1999;55.148
TOTAL ESPAÑA;0-15 años;Extranjeros;Hombres;1998;45.314
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2020;401.108
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2019;375.880
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2018;355.963
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2017;344.756
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2016;351.168
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2015;362.318
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2014;387.185
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2013;418.231
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2012;430.066
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2011;432.807
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2010;430.651
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2009;417.622
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2008;384.186
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2007;328.991
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2006;298.423
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2005;273.891
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2004;228.526
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2003;188.658
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2002;134.070
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2001;89.310
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;2000;64.065
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;1999;50.638
TOTAL ESPAÑA;0-15 años;Extranjeros;Mujeres;1998;42.347
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2020;11,30
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2019;10,53
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2018;9,93
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2017;9,60
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2016;9,74
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2015;10,02
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2014;10,69
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2013;11,49
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2012;11,85
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2011;12,00
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2010;12,06
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2009;11,86
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2008;11,16
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2007;9,81
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2006;9,03
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2005;8,40
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2004;7,17
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2003;5,99
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2002;4,35
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2001;2,92
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;2000;2,10
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;1999;1,64
TOTAL ESPAÑA;0-15 años;% Extranjeros;Ambos sexos;1998;1,33
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2020;11,31
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2019;10,55
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2018;9,95
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2017;9,63
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2016;9,76
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2015;10,05
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2014;10,71
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2013;11,53
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2012;11,89
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2011;12,03
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2010;12,09
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2009;11,88
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2008;11,20
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2007;9,85
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2006;9,07
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2005;8,42
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2004;7,18
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2003;6,00
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2002;4,37
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2001;2,94
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;2000;2,13
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;1999;1,67
TOTAL ESPAÑA;0-15 años;% Extranjeros;Hombres;1998;1,34
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2020;11,28
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2019;10,50
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2018;9,91
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2017;9,56
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2016;9,71
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2015;9,99
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2014;10,66
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2013;11,45
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2012;11,81
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2011;11,96
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2010;12,03
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2009;11,83
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2008;11,12
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2007;9,78
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2006;9,00
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2005;8,39
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2004;7,16
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2003;5,97
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2002;4,33
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2001;2,90
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;2000;2,07
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;1999;1,61
TOTAL ESPAÑA;0-15 años;% Extranjeros;Mujeres;1998;1,32
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2020;30.911.441
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2019;30.604.923
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2018;30.421.965
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2017;30.391.847
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2016;30.456.106
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2015;30.590.028
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2014;30.854.919
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2013;31.283.053
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2012;31.549.109
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2011;31.650.073
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2010;31.718.047
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2009;31.696.955
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2008;31.410.936
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2007;30.741.181
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2006;30.399.395
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2005;30.057.132
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2004;29.325.621
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2003;28.942.901
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2002;28.300.778
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2001;27.757.134
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;2000;27.287.030
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;1999;27.014.634
TOTAL ESPAÑA;16-64 años;TOTAL;Ambos sexos;1998;26.778.978
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2020;15.503.734
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2019;15.345.463
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2018;15.257.322
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2017;15.253.721
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2016;15.300.996
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2015;15.380.982
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2014;15.531.682
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2013;15.771.464
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2012;15.934.673
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2011;16.004.387
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2010;16.062.028
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2009;16.076.661
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2008;15.950.385
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2007;15.586.735
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2006;15.425.910
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2005;15.235.244
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2004;14.828.108
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2003;14.625.391
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2002;14.272.415
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2001;13.958.182
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;2000;13.680.598
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;1999;13.531.070
TOTAL ESPAÑA;16-64 años;TOTAL;Hombres;1998;13.396.822
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2020;15.407.707
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2019;15.259.460
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2018;15.164.643
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2017;15.138.126
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2016;15.155.110
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2015;15.209.046
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2014;15.323.237
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2013;15.511.589
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2012;15.614.436
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2011;15.645.686
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2010;15.656.019
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2009;15.620.294
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2008;15.460.551
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2007;15.154.446
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2006;14.973.485
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2005;14.821.888
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2004;14.497.513
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2003;14.317.510
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2002;14.028.363
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2001;13.798.951
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;2000;13.606.433
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;1999;13.483.564
TOTAL ESPAÑA;16-64 años;TOTAL;Mujeres;1998;13.382.156
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2020;26.676.038
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2019;26.687.026
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2018;26.741.353
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2017;26.831.128
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2016;26.861.703
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2015;26.912.612
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2014;26.934.994
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2013;26.961.724
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2012;27.055.532
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2011;27.120.486
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2010;27.168.066
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2009;27.192.709
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2008;27.191.880
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2007;27.124.289
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2006;27.075.030
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2005;27.070.598
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2004;26.910.287
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2003;26.823.339
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2002;26.730.759
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2001;26.682.774
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;2000;26.596.825
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;1999;26.460.048
TOTAL ESPAÑA;16-64 años;Españoles;Ambos sexos;1998;26.305.893
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2020;13.383.065
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2019;13.386.114
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2018;13.413.150
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2017;13.459.112
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2016;13.477.731
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2015;13.505.153
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2014;13.522.455
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2013;13.541.666
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2012;13.594.462
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2011;13.631.112
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2010;13.657.792
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2009;13.670.743
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2008;13.687.091
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2007;13.655.112
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2006;13.630.971
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2005;13.623.538
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2004;13.538.578
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2003;13.488.376
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2002;13.432.469
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2001;13.392.354
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;2000;13.328.053
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;1999;13.250.672
TOTAL ESPAÑA;16-64 años;Españoles;Hombres;1998;13.157.733
