Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
27/08/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;44;10;14
27/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;50;4;12
28/08/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2556;30;1704
28/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;364;20;221
28/08/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;98;9;31
28/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;40;Segovia;4;0;0
28/08/2020;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;186;19;102
28/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
29/08/2020;Hospitalización convencional;3;ASTURIAS;33;Asturias;3030;29;1781
29/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;840;44;455
29/08/2020;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;523;65;330
29/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;117;2;6
30/08/2020;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1444;36;846
19/08/2020;Hospitalización convencional;5;ISLAS CANARIAS;35;Palmas, Las;2496;59;1753
19/08/2020;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1945;30;1054
19/08/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;176;3;81
19/08/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;35;Palmas, Las;48;0;24
20/08/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;26;843
20/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;16;Cuenca;372;4;184
20/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;346;28;210
20/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;39;2;14
20/08/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;97;8;42
20/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;7
20/08/2020;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;0
21/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;18;2;4
21/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;18;0;7
21/08/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;0;6
21/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;65;6;6
21/08/2020;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
21/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
21/08/2020;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
22/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;367;15;265
22/08/2020;Hospitalización convencional;15;NAVARRA;31;Navarra;1625;39;873
22/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;244;5;81
22/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;16;0;1
22/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;73;4;24
22/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;45;Toledo;66;3;24
22/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;0;7
22/08/2020;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;109;0;3
23/08/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2392;38;1374
23/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;8;0;2
23/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;18;3;2
23/08/2020;U. Críticas CON respirador;19;MELILLA;52;Melilla;8;0;2
23/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;15
24/08/2020;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1444;39;872
24/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;333;29;196
24/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;931;82;613
24/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;366;19;262
24/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;13;Ciudad Real;1273;26;691
24/08/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;66;2002
24/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;0;6
24/08/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;16;0;16
25/08/2020;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;13;533
25/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;10;2;2
25/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;16
25/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;16;Cuenca;11;0;0
26/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;943;84;633
26/08/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;74;2033
26/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;18;2;6
27/08/2020;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;81;576
27/08/2020;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;2626;142;1705
27/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;278;16;166
27/08/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;4070;105;2128
27/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;74;2;38
27/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;56;4;20
27/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;17;2;5
27/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;34;3;11
27/08/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;86;10;31
27/08/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;99;9;34
27/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;0;16
27/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;0
27/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;2
28/08/2020;Hospitalización convencional;14;MURCIA;30;Murcia;3028;150;1610
28/08/2020;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;658;105;310
28/08/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;274;13;106
29/08/2020;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1303;78;576
19/08/2020;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1444;27;874
19/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;49;Zamora;365;17;299
19/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;16;0;1
19/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;5;0;0
19/08/2020;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;16;0;11
19/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
20/08/2020;Hospitalización convencional;12;GALICIA;36;Pontevedra;2240;9;1377
20/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;10;0;3
20/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;65;1;28
21/08/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;52;1813
21/08/2020;Hospitalización convencional;14;MURCIA;30;Murcia;3029;100;1721
21/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;164;5;42
21/08/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;43;9;14
21/08/2020;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;2;10
21/08/2020;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
22/08/2020;Hospitalización convencional;2;ARAGÓN;44;Teruel;392;32;174
22/08/2020;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1945;21;965
22/08/2020;Hospitalización convencional;12;GALICIA;32;Ourense;936;11;635
22/08/2020;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1226;44;833
22/08/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;94;12;20
22/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;38;1;11
22/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;65;6;6
22/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;101;0;46
23/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;346;35;201
23/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;244;5;78
23/08/2020;U. Críticas CON respirador;13;MADRID;28;Madrid;914;171;338
24/08/2020;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3016;241;1792
24/08/2020;Hospitalización convencional;12;GALICIA;32;Ourense;928;13;681
24/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;56;3;28
24/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;3
24/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;78;1;17
25/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;359;32;180
25/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;324;5;244
25/08/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;16;Cuenca;372;10;148
25/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;66;0;17
25/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;244;8;94
25/08/2020;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;37;20;7
26/08/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4866;225;3023
26/08/2020;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;674;36;394
26/08/2020;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;2
27/08/2020;Hospitalización convencional;9;CATALUÑA;17;Girona;1971;43;1417
27/08/2020;Hospitalización convencional;9;CATALUÑA;25;Lleida;975;52;728
27/08/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2388;63;1687
27/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;45;Toledo;70;10;22
27/08/2020;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;657;103;322
27/08/2020;U. Críticas CON respirador;9;CATALUÑA;17;Girona;53;5;34
27/08/2020;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;37;18;8
27/08/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;2;1
27/08/2020;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
28/08/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2392;61;1276
28/08/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1845;42;958
28/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;620;58;433
28/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;30;4;0
29/08/2020;Hospitalización convencional;9;CATALUÑA;25;Lleida;975;52;724
29/08/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2385;55;1624
29/08/2020;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;10;0;0
29/08/2020;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;21;2;0
30/08/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2392;74;1405
30/08/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1835;51;1004
30/08/2020;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;2626;158;1747
30/08/2020;Hospitalización convencional;1;ANDALUCÍA;41;Sevilla;3103;46;2026
30/08/2020;Hospitalización convencional;2;ARAGÓN;22;Huesca;537;48;291
30/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;278;13;161
30/08/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;34;3;8
28/08/2020;U. Críticas CON respirador;2;ARAGÓN;44;Teruel;8;3;3
28/08/2020;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;3;22
28/08/2020;U. Críticas SIN respirador;14;MURCIA;30;Murcia;143;2;7
29/08/2020;Hospitalización convencional;12;GALICIA;27;Lugo;981;18;449
29/08/2020;Hospitalización convencional;19;MELILLA;52;Melilla;165;5;72
29/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;66;2;18
29/08/2020;U. Críticas CON respirador;2;ARAGÓN;22;Huesca;30;11;4
29/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;45;5;12
29/08/2020;U. Críticas CON respirador;14;MURCIA;30;Murcia;244;32;73
29/08/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;10;1;6
29/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;2;9
29/08/2020;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
30/08/2020;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;228;49;56
30/08/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;18;3;5
30/08/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;43;9;18
30/08/2020;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;3;11
31/08/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;315;29;215
31/08/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2399;91;1695
31/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;66;3;29
31/08/2020;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;123;3;35
31/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
31/08/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;1;8
01/09/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2408;90;1479
01/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2530;33;1809
01/09/2020;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;278;13;161
01/09/2020;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;6;12
01/09/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;18;0;10
01/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;30;4;0
01/09/2020;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
01/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
02/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;905;55;502
02/09/2020;Hospitalización convencional;9;CATALUÑA;25;Lleida;996;52;727
02/09/2020;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2396;86;1717
02/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;34;70
02/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;65;0;15
02/09/2020;U. Críticas SIN respirador;2;ARAGÓN;22;Huesca;0;0;0
03/09/2020;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2428;91;1402
03/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2527;34;1729
03/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;74;9;34
03/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;32;2;4
03/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0
03/09/2020;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;0
04/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;15;72
04/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;65;0;20
04/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;69;8;18
04/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;101;1;36
04/09/2020;U. Críticas SIN respirador;5;ISLAS CANARIAS;35;Palmas, Las;48;0;3
04/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
04/09/2020;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;15;0;0
05/09/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1835;64;998
05/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;346;32;192
05/09/2020;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;588;88;418
05/09/2020;U. Críticas SIN respirador;6;CANTABRIA;39;Cantabria;26;0;5
05/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;16;Cuenca;11;0;0
05/09/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;30;1;0
05/09/2020;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
06/09/2020;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1945;43;967
06/09/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;18;5;5
06/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;75;9;20
06/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;65;3;6
06/09/2020;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
06/09/2020;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
07/09/2020;Hospitalización convencional;15;NAVARRA;31;Navarra;1688;97;936
31/08/2020;Hospitalización convencional;1;ANDALUCÍA;18;Granada;1835;60;998
31/08/2020;Hospitalización convencional;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;4061;136;2194
31/08/2020;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;74;2;38
31/08/2020;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;3;50
31/08/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
31/08/2020;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;16;Cuenca;11;0;0
31/08/2020;U. Críticas SIN respirador;13;MADRID;28;Madrid;165;0;16
01/09/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2939;346;1487
01/09/2020;Hospitalización convencional;12;GALICIA;27;Lugo;981;38;495
01/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;9;75
01/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;15;1;9
01/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;69;10;25
01/09/2020;U. Críticas CON respirador;14;MURCIA;30;Murcia;271;36;74
01/09/2020;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;161;24;58
01/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;4;Almería;42;0;15
01/09/2020;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;52;1;19
01/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;147;0;7
01/09/2020;U. Críticas SIN respirador;12;GALICIA;32;Ourense;33;1;13
02/09/2020;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1164;34;541
02/09/2020;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;2626;175;1830
02/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1296;139;875
02/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;84;18;10
02/09/2020;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;225;54;62
02/09/2020;U. Críticas CON respirador;15;NAVARRA;31;Navarra;102;9;41
02/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;5;Ávila;0;0;0
02/09/2020;U. Críticas SIN respirador;19;MELILLA;52;Melilla;4;0;3
03/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;8;3;2
03/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;15;1;12
03/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
03/09/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;151;0;14
04/09/2020;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;874;4;435
04/09/2020;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1164;34;494
04/09/2020;Hospitalización convencional;15;NAVARRA;31;Navarra;1698;77;865
04/09/2020;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
05/09/2020;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;9;490
05/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;15;1;11
05/09/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;87;12;29
05/09/2020;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;45;4;11
05/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;50;2;14
06/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2530;39;1692
06/09/2020;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;43;10;12
06/09/2020;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;189;17;113
06/09/2020;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
07/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;911;54;439
07/09/2020;Hospitalización convencional;11;EXTREMADURA;6;Badajoz;1945;43;946
07/09/2020;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;956;15;496
07/09/2020;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1335;83;854
07/09/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;105;14;27
07/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;72;10;24
07/09/2020;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;123;5;32
07/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;101;1;39
07/09/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;9;Burgos;4;0;1
08/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;13;Ciudad Real;1303;79;726
08/09/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;16;Cuenca;372;16;141
08/09/2020;Hospitalización convencional;12;GALICIA;15;Coruña, A;3171;78;2115
08/09/2020;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;132;13;44
08/09/2020;U. Críticas SIN respirador;2;ARAGÓN;50;Zaragoza;15;0;4
09/09/2020;Hospitalización convencional;12;GALICIA;32;Ourense;980;35;708
09/09/2020;Hospitalización convencional;18;CEUTA;51;Ceuta;148;6;63
09/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;56;5;27
09/09/2020;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;72;9;31
09/09/2020;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;3;16
09/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;81;1;4
09/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;65;2;5
06/09/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;34;51
06/09/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;65;1;20
06/09/2020;U. Críticas CON respirador;9;CATALUÑA;43;Tarragona;91;14;28
06/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;50;3;11
06/09/2020;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;117;2;5
07/09/2020;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2531;50;1735
