CCN;CODCNH;Nombre Centro;Tipo Vía;Nombre Vía;Número Vía;Teléfono Principal;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
1328000024;280344;HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS;Calle;De San Bernabe;13;913657600;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28005;72;C11;Hospitales Generales;20;Privados;N;;;N;
1328000060;280357;HOSPITAL QUIRONSALUD SAN JOSE;Calle;De Cartagena;111;914153100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28002;84;C11;Hospitales Generales;20;Privados;N;;;N;
0943000756;430022;HOSPITAL SOCIOSANITARI FRANCOLI;Calle;Doctor Mallafre Guasch;S/N;977232714;431482;Tarragona;43;Tarragona;09;Cataluña;43005;156;C13;Hospitales de media y larga estancia;8;Otras entidades u organismos públicos;N;;;N;
1328000051;280395;CLINICA SAN MIGUEL;Calle;De Arturo Soria;204;914135011;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28043;94;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328000050;280409;CLINICA NUESTRA SEÑORA DE LA PAZ;Calle;De Lopez De Hoyos;259;914156000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28043;99;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328000058;280442;HOSPITAL VIRGEN DEL MAR;Calle;De Honduras;14;913539500;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28016;76;C11;Hospitales Generales;20;Privados;N;;;N;
1328000061;280455;CLINICA SEAR;Carretera;De Colmenar Viejo;KM.16;917340500;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28049;250;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1328000010;280474;HOSPITAL NUESTRA SEÑORA DE AMERICA;Calle;De Arturo Soria;103-105-107;914130061;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28043;100;C11;Hospitales Generales;20;Privados;N;;;N;
1328000056;280528;HOSPITAL UNIVERSITARIO VIRGEN DE LA PALOMA, SLU;Calle;De La Loma;1;915348207;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28003;92;C11;Hospitales Generales;20;Privados;N;;;N;
1328000013;280552;HOSPITAL RUBER JUAN BRAVO;Calle;De Juan Bravo;49;914026100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28006;163;C11;Hospitales Generales;20;Privados;N;;;N;
1328000008;280604;HOSPITAL UNIVERSITARIO LA ZARZUELA;Calle;De Pleyades;25;915858000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28023;116;C11;Hospitales Generales;20;Privados;N;;;N;
1328000011;280626;HOSPITAL HM NUEVO BELEN;Calle;De Jose Silva;7;917444100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28043;60;C12;Hospitales especializados;20;Privados;N;;;N;
1328000054;280647;CLINICA DR. LEON;Plaza;De Mariano De Cavia;3;914332948;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28007;96;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328000046;280650;CLINICA LOPEZ IBOR;Calle;Del Doctor Juan Jose Lopez Ibor;2;913162740;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28035;67;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328000052;280679;SANATORIO ESQUERDO, S.A.;Avenida;De Los Poblados;70;917061100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28044;115;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328000022;280761;HOSPITAL DE LA FUENFRIA;Carretera;De Dehesas;S/N;918520300;280382;Cercedilla;28;Madrid;13;Madrid, Comunidad de;28470;192;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000032;280796;HOSPITAL ASEPEYO MADRID;Calle;De Joaquin De Cardenas;2;916735011;280493;Coslada;28;Madrid;13;Madrid, Comunidad de;28823;133;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;
1328000033;280800;HOSPITAL DE GUADARRAMA;Paseo;Molino Del Rey;2;918562000;280685;Guadarrama;28;Madrid;13;Madrid, Comunidad de;28440;144;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000021;280920;HOSPITAL DE EL ESCORIAL;Carretera;De M-600 (Guadarrama);KM.6,255;918973000;281317;San Lorenzo de El Escorial;28;Madrid;13;Madrid, Comunidad de;28200;91;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000035;280936;HOSPITAL VIRGEN DE LA POVEDA;Carretera;M-952 (Acceso Al Hospital);KM.5;918608000;281718;Villa del Prado;28;Madrid;13;Madrid, Comunidad de;28630;202;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000063;281034;CLINICA ISADORA S.A.;Calle;De Los Pirineos;7;913111000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28040;19;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1328000065;281087;CLINICA CEMTRO;Avenida;Del Ventisquero De La Condesa;42;917355757;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28035;94;C11;Hospitales Generales;20;Privados;N;;;N;
1328000070;281124;HOSPITAL QUIRONSALUD SUR;Calle;De Estambul;30;917810682;280072;Alcorcón;28;Madrid;13;Madrid, Comunidad de;28922;81;C11;Hospitales Generales;20;Privados;N;;;N;
1328000072;281157;HOSPITAL UNIVERSITARIO HM TORRELODONES;Avenida;Castillo De Olivares;S/N;912675000;281527;Torrelodones;28;Madrid;13;Madrid, Comunidad de;28250;86;C11;Hospitales Generales;20;Privados;N;;;N;
1328000079;281214;HOSPITAL CENTRO DE CUIDADOS LAGUNA;Calle;Del Concejal Francisco Jose Jimenez Martin;128;914010708;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28047;47;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1328000077;281247;HOSPITAL PARDO DE ARAVACA;Calle;De La Salle;12;917402682;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28023;98;C11;Hospitales Generales;20;Privados;N;;;N;
1046000290;460288;HOSPITAL GENERAL DE REQUENA;Calle;Casablanca;S/N;962339180;462135;Requena;46;Valencia/València;10;Comunitat Valenciana;46340;113;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000088;281326;CASTA SALUD, S.L.U.;Carretera;De La Coruña;KM.50,300;915949500;280685;Guadarrama;28;Madrid;13;Madrid, Comunidad de;28440;160;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1328020932;281371;HOSPITAL HM VALLES;Calle;Santiago;14;918883262;280053;Alcalá de Henares;28;Madrid;13;Madrid, Comunidad de;28801;20;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1328017532;281382;HOSPITAL CASAVERDE MADRID;Calle;Don Jose Maria Lopez Malla;3;000000000;280967;Navalcarnero;28;Madrid;13;Madrid, Comunidad de;28600;100;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1328021504;281383;FRATERNIDAD MUPRESPA, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 275;Paseo;De La Habana;83;000000000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28036;50;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;S;
1328022274;281385;ITA CLINIC BCN, S.L.;Calle;Fausto Elhuyar;9;000000000;280053;Alcalá de Henares;28;Madrid;13;Madrid, Comunidad de;28806;74;C190;Otros Centros con Internamiento;20;Privados;N;;;S;
1328020928;281416;CLINICA SAN VICENTE;Avenida;Del Ventisquero De La Condesa;46;000000000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28035;45;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1046000629;460168;HOSPITAL PSIQUIATRICO PROVINCIAL;Carretera;Burjassot - Torres Torres;KM 9;961699019;460706;Bétera;46;Valencia/València;10;Comunitat Valenciana;46117;80;C14;Hospitales de salud mental y tratamiento de toxicomanías;5;Diputación o Cabildo;N;;;N;
1430000067;300032;HOSPITAL PSIQUIATRICO ROMAN ALBERCA;Calle;Lorca;58;968365800;300308;Murcia;30;Murcia;14;Murcia, Región de;30120;96;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000055;300050;HOSPITAL QUIRONSALUD MURCIA;Calle;Miguel Hernandez;12;968365000;300308;Murcia;30;Murcia;14;Murcia, Región de;30011;131;C11;Hospitales Generales;20;Privados;N;;;N;
1430000056;300098;SANATORIO DR. MUÑOZ;Carretera;Cartagena;59;968885550;300308;Murcia;30;Murcia;14;Murcia, Región de;30120;50;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1430000065;300119;CLINICA MEDICO-QUIRURGICA SAN JOSE;Calle;Maestra Lola Meseguer;S/N;968800600;300050;Alcantarilla;30;Murcia;14;Murcia, Región de;30820;139;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1430000061;300124;HOSPITAL COMARCAL DEL NOROESTE;Avenida;Miguel Espinosa;S/N;968709100;300158;Caravaca de la Cruz;30;Murcia;14;Murcia, Región de;30400;103;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000068;300130;CLINICA DOCTOR BERNAL;Calle;Doctor Robles;S/N;968705541;300158;Caravaca de la Cruz;30;Murcia;14;Murcia, Región de;30400;39;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1430000054;300161;SANTO Y REAL HOSPITAL DE CARIDAD;Camino;Barrio Peral;S/N;968510300;300161;Cartagena;30;Murcia;14;Murcia, Región de;30310;154;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1430000066;300196;FUNDACION HOSPITAL REAL PIEDAD;Plaza;Mesoncico;3;968741156;300177;Cehegín;30;Murcia;14;Murcia, Región de;30430;40;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1430000064;300217;HOSPITAL VIRGEN DEL ALCAZAR DE LORCA;Alameda;De Los Tristes;S/N;968468600;300243;Lorca;30;Murcia;14;Murcia, Región de;30800;175;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1430000047;300222;HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR;Paraje;Torre Octavio;S/N;968565000;300354;San Javier;30;Murcia;14;Murcia, Región de;30739;255;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000059;300243;HOSPITAL VIRGEN DEL CASTILLO;Avenida;De La Feria;S/N;968719804;300434;Yecla;30;Murcia;14;Murcia, Región de;30510;96;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000051;300269;HOSPITAL G. UNIVERSITARIO J.M. MORALES MESEGUER;Avenida;Marques De  Los Velez;0;968240601;300308;Murcia;30;Murcia;14;Murcia, Región de;30008;394;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000057;300275;HOSPITAL  IBERMUTUAMUR - PATOLOGIA LABORAL;Calle;Antonio Rocamora;4;968394000;300308;Murcia;30;Murcia;14;Murcia, Región de;30100;26;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;
1430000002;300294;HOSPITAL DE MOLINA;Calle;Asociacion;S/N;968644030;300275;Molina de Segura;30;Murcia;14;Murcia, Región de;30500;83;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1430000004;300317;CLINICA SAN FELIPE DEL MEDITERRANEO;Finca;El Mayayo;16;968889096;300308;Murcia;30;Murcia;14;Murcia, Región de;30120;62;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
1430000007;300339;HOSPITAL DE CUIDADOS MEDIOS VILLADEMAR;Avenida;Concejal Mariano Henarejos;13;968187346;300367;San Pedro del Pinatar;30;Murcia;14;Murcia, Región de;30740;99;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1430000009;300340;RESIDENCIA LOS ALMENDROS;Paraje;Los Pinos;S/N;968537261;300161;Cartagena;30;Murcia;14;Murcia, Región de;30396;60;C13;Hospitales de media y larga estancia;20;Privados;N;;;N;
1232000112;320126;HOSPITAL PUBLICO DE VALDEORRAS;Avenida;Conde De Fenosa;50;988339000;320090;Barco de Valdeorras, O;32;Ourense;12;Galicia;32300;100;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1232000113;320150;HOSPITAL PUBLICO DE VERIN;Carretera;Laza (De);S/N;988413636;320855;Verín;32;Ourense;12;Galicia;32600;80;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1531000730;310121;HOSPITAL GARCIA ORCOYEN;Calle;Santa Soria;22 -;848435000;310977;Estella/Lizarra;31;Navarra;15;Navarra, Comunidad Foral de;31200;93;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1236000127;360353;HOSPITAL PUBLICO DO SALNES;Calle;Hospital Do Salnes;30;986568000;360600;Vilagarcía de Arousa;36;Pontevedra;12;Galicia;36619;122;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000006;480046;HOSPITAL CRUZ ROJA DE BILBAO (VICTORIA EUGENIA);Alameda;Urquijo (De);65;944434792;480209;Bilbao;48;Bizkaia;16;País Vasco;48013;68;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;
1648000010;480123;CLINICA GUIMON, S.A.;Calle;Manuel Allende;24;944215200;480209;Bilbao;48;Bizkaia;16;País Vasco;48010;47;C11;Hospitales Generales;20;Privados;N;;;N;
1648000011;480059;SANATORIO BILBAINO;Calle;Gordoniz;18;944430150;480209;Bilbao;48;Bizkaia;16;País Vasco;48010;40;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;
1648000012;480160;CLINICA INDAUTXU, S.A.;Calle;Gordoniz;9;639141723;480209;Bilbao;48;Bizkaia;16;País Vasco;48010;30;C11;Hospitales Generales;20;Privados;N;;;N;
1648000014;480182;HOSPITAL SAN ELOY;Avenida;Avda. Antonio Miranda;5;944006733;480139;Barakaldo;48;Bizkaia;16;País Vasco;48902;128;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000016;480255;HOSPITAL SAN JUAN DE DIOS;Avenida;Cristobal Murrieta ( Et/Av );70;902012450;480828;Santurtzi;48;Bizkaia;16;País Vasco;48980;105;C11;Hospitales Generales;22;Organizaciones no gubernamentales;N;;;N;
1648000018;480025;HOSPITAL INTERMUTUAL DE EUSKADI;Calle;Fontecha Y Salazar;6;944132380;480209;Bilbao;48;Bizkaia;16;País Vasco;48007;44;C12;Hospitales especializados;21;Mutuas Colaboradoras  con la Seguridad Social;N;;;N;
1648000020;480010;HOSPITAL SANTA MARINA;Carretera;Carretera Santa Marina;41;944006900;480209;Bilbao;48;Bizkaia;16;País Vasco;48004;245;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000021;480216;HOSPITAL DE GORLIZ;Paseo;Urezarantza;1;944006600;480433;Gorliz;48;Bizkaia;16;País Vasco;48630;149;C13;Hospitales de media y larga estancia;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648004434;480327;URDULIZ OSPITALEA;Calle;Goieta Kalea;32;946007005;480890;Urduliz;48;Bizkaia;16;País Vasco;48610;128;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0250000085;500172;UNIDAD DE REHABILITACION DE LARGA ESTANCIA;Carretera;Sos;S/N;976675479;502301;Sádaba;50;Zaragoza;02;Aragón;50670;45;C14;Hospitales de salud mental y tratamiento de toxicomanías;22;Organizaciones no gubernamentales;N;;;N;
0250000095;500200;CENTRO SANITARIO CINCO VILLAS;Calle;Antonio Machado;S/N;976677978;500956;Ejea de los Caballeros;50;Zaragoza;02;Aragón;50600;32;C190;Otros Centros con Internamiento;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1851000001;510039;HOSPITAL UNIVERSITARIO DE CEUTA;Calle;Loma Colmenar;S/N;856907000;510013;Ceuta;51;Ceuta;18;Ceuta;51003;252;C11;Hospitales Generales;1;Instituto de Gestión Sanitaria INGESA;N;;;N;
0129001095;290416;COMUNIDAD TERAPEUTICA SAN ANTONIO;Calle;Extremadura;8;952201464;290672;Málaga;29;Málaga;01;Andalucía;29018;35;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;Privados;N;;;N;
0333005594;330320;COMUNIDAD TERAPEUTICA SAN LAZARO;Calle;Armando Collar;S/N;985205314;330447;Oviedo;33;Asturias;03;Asturias, Principado de;33008;21;C190;Otros Centros con Internamiento;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;S;
0333005595;330322;CTI DE LA CORREDORIA;Calle;Molin Los Canales;S/N;985292360;330447;Oviedo;33;Asturias;03;Asturias, Principado de;33011;22;C190;Otros Centros con Internamiento;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;S;
1430002216;300373;HOSPITAL PERPETUO SOCORRO ALAMEDA;Calle;Alameda  San Anton;6;968510500;300161;Cartagena;30;Murcia;14;Murcia, Región de;30205;93;C190;Otros Centros con Internamiento;20;Privados;N;;;N;
1648000023;480195;HOSPITAL DE BERMEO;Calle;Tonpoi Bidea;S/N;946029000;480176;Bermeo;48;Bizkaia;16;País Vasco;48370;131;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000025;480268;HOSPITAL DE ZALDIBAR;Avenida;Bilbao ( Et/Av );S/N;946032823;480950;Zaldibar;48;Bizkaia;16;País Vasco;48250;111;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000026;480274;HOSPITAL DE ZAMUDIO;Barrio;San Martin De Arteaga ( Au/Ba );45;0;489050;Zamudio;48;Bizkaia;16;País Vasco;48170;126;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0118004562;180150;HOSPITAL UNIVERSITARIO CLINICO SAN CECILIO;Avenida;De La Investigacion;S/N;958021702;180877;Granada;18;Granada;01;Andalucía;18016;543;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000018;280360;HOSPITAL BEATA MARIA ANA;Calle;Del Doctor Esquerdo;83;914097423;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28007;160;C11;Hospitales Generales;20;Privados;N;;;N;
1328000007;280534;CLINICA LA LUZ, S.L.;Calle;Del Maestro Angel Llorca;8;915530500;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28003;180;C11;Hospitales Generales;20;Privados;N;;;N;
1328000053;280587;HOSPITAL LA MILAGROSA S.A.;Calle;De Modesto Lafuente;14;914472100;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28010;171;C11;Hospitales Generales;20;Privados;N;;;N;
1328000069;281113;HOSPITAL MD ANDERSON CANCER CENTER MADRID;Calle;De Gomez Hemans;2;913834980;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28033;99;C12;Hospitales especializados;20;Privados;N;;;N;
1003000247;030250;HOSPITAL UNIVERSITARIO SAN JUAN DE ALICANTE;Carretera;C.Nal. 332, Alicante-Valencia;S/N;965169400;031199;Sant Joan d'Alacant;03;Alicante/Alacant;10;Comunitat Valenciana;03550;396;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000004;070099;CLINICA ROTGER;Calle;Santiago Russinyol;9;971448500;070407;Palma;07;Balears, Illes;04;Balears, Illes;07012;186;C11;Hospitales Generales;20;Privados;N;;;N;
0333003415;330061;CENTRO MEDICO DE ASTURIAS;Avenida;Richard Grandio;S/N;985250300;330447;Oviedo;33;Asturias;03;Asturias, Principado de;33193;105;C11;Hospitales Generales;20;Privados;N;;;N;
0535001314;350173;CLINICA SAN ROQUE;Calle;Dolores De La Rocha;5;928404040;350167;Palmas de Gran Canaria, Las;35;Palmas, Las;05;Canarias;35001;162;C11;Hospitales Generales;20;Privados;N;;;N;
0737001405;370055;HOSPITAL GENERAL DE LA SANTISIMA TRINIDAD;Paseo;De Carmelitas;74-94;923269300;372745;Salamanca;37;Salamanca;07;Castilla y León;37007;106;C11;Hospitales Generales;20;Privados;N;;;N;
0845000584;450122;HOSPITAL QUIRONSALUD TOLEDO;Calle;Urbanizacion Tres Culturas;S/N;925266100;451685;Toledo;45;Toledo;08;Castilla - La Mancha;45005;80;C11;Hospitales Generales;20;Privados;N;;;N;
1328000030;280565;HOSPITAL RUBER INTERNACIONAL;Calle;De La Maso;38;913875000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28034;143;C11;Hospitales Generales;20;Privados;N;;;N;
1328000074;281179;HOSPITAL UNIVERSITARIO LA MORALEJA;Avenida;De Francisco Pi Y Margall;81;913244805;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28050;126;C11;Hospitales Generales;20;Privados;N;;;N;
1328000076;281203;HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID;Calle;Diego De Velazquez;1;917992380;281150;Pozuelo de Alarcón;28;Madrid;13;Madrid, Comunidad de;28223;239;C11;Hospitales Generales;20;Privados;N;;;N;
1328016888;281360;HM HOSPITALES 1989, S.A;Avenida;De Carlos V;70;000000000;280920;Móstoles;28;Madrid;13;Madrid, Comunidad de;28938;182;C11;Hospitales Generales;20;Privados;N;;;N;
1328020032;281393;CLINICA UNIVERSIDAD DE NAVARRA;Calle;Del Marquesado De Santa Marta;1;000000000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28022;72;C11;Hospitales Generales;20;Privados;N;;;N;
1648000017;480305;HOSPITAL QUIRONSALUD BIZKAIA;Carretera;Leioa-Unbe, Carretera/Errepidea;33;944898000;489026;Erandio;48;Bizkaia;16;País Vasco;48950;110;C11;Hospitales Generales;20;Privados;N;;;N;
0118004282;180146;HOSPITAL VITHAS LA SALUD;Avenida;Santa Maria De La Alhambra;S/N;958001450;180877;Granada;18;Granada;01;Andalucía;18008;77;C11;Hospitales Generales;20;Privados;N;;;N;torres@vithas.es
